"year" "id"
"936" "1993" "old_284"
"937" "1993" "old_252"
"938" "1993" "old_25"
"939" "1993" "old_662"
"940" "1993" "old_376"
"941" "1993" "old_119"
"942" "1993" "old_111"
"943" "1993" "old_240"
"944" "1993" "old_398"
"945" "1993" "old_624"
"946" "1993" "old_659"
"947" "1993" "old_8"
"948" "1993" "old_7"
"949" "1993" "old_432"
"950" "1993" "old_605"
"951" "1993" "old_219"
"952" "1993" "old_648"
"953" "1993" "old_650"
"954" "1993" "old_527"
"955" "1993" "old_641"
"956" "1993" "old_468"
"957" "1993" "old_278"
"958" "1993" "old_363"
"959" "1993" "old_145"
"960" "1993" "old_248"
"961" "1993" "old_354"
"962" "1993" "old_642"
"963" "1993" "old_214"
"964" "1993" "old_210"
"965" "1993" "old_182"
"966" "1993" "old_649"
"967" "1993" "old_93"
"968" "1993" "old_411"
"969" "1993" "old_528"
"970" "1993" "old_622"
"971" "1993" "old_616"
"972" "1993" "old_676"
"973" "1993" "old_99"
"974" "1993" "old_452"
"975" "1993" "old_388"
"976" "1993" "old_23"
"977" "1993" "old_279"
"978" "1993" "old_661"
"979" "1993" "old_193"
"980" "1993" "old_378"
"981" "1993" "old_732"
"982" "1993" "old_230"
"983" "1993" "old_570"
"984" "1993" "old_176"
"985" "1993" "old_236"
"986" "1993" "old_660"
"987" "1993" "old_643"
"988" "1993" "old_423"
"989" "1993" "old_384"
"990" "1993" "old_241"
"991" "1993" "old_574"
"992" "1993" "old_629"
"993" "1993" "old_401"
"994" "1993" "old_394"
"995" "1993" "old_277"
"996" "1993" "old_472"
"997" "1993" "old_285"
"998" "1993" "old_442"
"999" "1993" "old_470"
"1000" "1993" "old_251"
"1001" "1993" "old_612"
"1002" "1993" "old_647"
"1003" "1993" "old_621"
"1004" "1993" "old_466"
"1005" "1993" "old_265"
"1006" "1993" "old_238"
"1007" "1993" "old_396"
"1008" "1993" "old_735"
"1009" "1993" "old_566"
"1010" "1993" "old_253"
"1011" "1993" "old_268"
"1012" "1993" "old_678"
"1013" "1993" "old_463"
"1014" "1993" "old_286"
"1015" "1993" "old_620"
"1016" "1993" "old_291"
"1017" "1993" "old_6"
"1018" "1993" "old_543"
"1019" "1993" "old_644"
"1020" "1993" "old_261"
"1021" "1993" "old_254"
"1022" "1993" "old_652"
"1023" "1993" "old_188"
"1024" "1993" "old_242"
"1025" "1993" "old_359"
"1026" "1993" "old_232"
"1027" "1993" "old_458"
"1028" "1993" "old_646"
"1029" "1993" "old_764"
"1030" "1993" "old_267"
"1031" "1993" "old_450"
"1032" "1993" "old_628"
"1033" "1993" "old_392"
"1034" "1993" "old_97"
"1035" "1993" "old_272"
"1036" "1993" "old_39"
"1037" "1993" "old_453"
"1038" "1993" "old_147"
"1039" "1993" "old_422"
"1040" "1993" "old_663"
"1041" "1993" "old_640"
"1042" "1993" "old_383"
"1043" "1993" "old_372"
"1044" "1993" "old_728"
"1045" "1993" "old_434"
"1046" "1993" "old_654"
"1047" "1993" "old_467"
"1048" "1993" "old_752"
"1049" "1993" "old_35"
"1050" "1993" "old_198"
"1051" "1993" "old_263"
"1052" "1993" "old_133"
"1053" "1993" "old_353"
"1054" "1993" "old_259"
"1055" "1993" "old_653"
"1056" "1993" "old_289"
"1057" "1993" "old_658"
"1058" "1993" "old_623"
"1059" "1993" "old_109"
"1060" "1993" "old_395"
"1061" "1993" "old_443"
"1062" "1993" "old_451"
