"year"	"id"	"data"	"FFD_corr"	"FFD_action"	"grazing"	"shoot_vol"	"shoot_vol_action"	"cum_n_fl"	"cum_n_fl_action"	"n_fr"	"n_ovules"	"total_n_seeds"	"total_n_intact_seeds"	"FFD"	"FFD_imputed"
"1495"	2011	199	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1496"	2011	200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1497"	2011	201	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1498"	2011	202	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1499"	2011	203	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1500"	2011	204	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1501"	2011	205	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1502"	2011	206	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1503"	2011	207	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1504"	2011	208	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1505"	2011	209	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1506"	2011	210	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1507"	2011	211	1	2011-05-12	"ok"	0	399.01	"ok"	4	"ok"	0	0	0	0	132	0
"1508"	2011	212	1	NA	"impute"	0.5	5342.01	"ok_m"	18	"ok"	1	13	5	0.21972375	129	1
"1509"	2011	212	1	NA	"impute"	0.5	5342.01	"ok_m"	18	"ok"	1	13	5	0.21972375	128	1
"1510"	2011	213	1	2011-05-14	"ok"	0	3381.1	"ok"	20	"ok"	0	0	0	0	134	0
"1511"	2011	214	1	2011-05-12	"ok"	0	1203.45	"ok"	19	"ok"	2	28	13	0.9653274798	132	0
"1512"	2011	215	1	2011-05-08	"ok"	0	452.04	"ok"	3	"ok"	1	14	8	0.9617183694	128	0
"1513"	2011	216	1	2011-05-12	"ok"	0	528.21	"ok"	4	"ok"	1	11	7	1.0427420219	132	0
"1514"	2011	217	1	2011-05-09	"ok"	0	2523.01	"ok"	16	"ok"	0	0	0	0	129	0
"1515"	2011	219	1	2011-05-17	"ok"	0	709.42	"ok"	6	"ok"	0	0	0	0	137	0
"1516"	2011	220	1	2011-05-20	"ok"	0	214.71	"ok"	1	"ok"	1	9	3	0.0832746196	140	0
"1517"	2011	221	1	2011-05-16	"ok"	0	717.94	"ok"	4	"ok"	2	22	11	0.980767446	136	0
"1518"	2011	222	1	2011-05-16	"ok"	0	254.58	"ok"	2	"ok"	0	0	0	0	136	0
"1519"	2011	223	1	2011-05-16	"ok"	0	890.36	"ok"	10	"ok"	0	0	0	0	136	0
"1520"	2011	224	1	2011-05-19	"ok"	0	2071.08	"ok"	23	"ok"	1	13	6	0.438813043	139	0
"1521"	2011	225	1	2011-05-17	"ok"	0	1219.22	"ok_m"	11	"ok"	0	0	0	0	137	0
"1522"	2011	226	1	2011-05-17	"ok"	0	595.41	"ok"	4	"ok"	0	0	0	0	137	0
"1523"	2011	227	1	2011-05-17	"ok"	0	3277.73	"ok"	7	"ok"	1	12	3	0.028836624	137	0
"1524"	2011	228	1	2011-05-13	"ok"	0	598.36	"ok"	7	"ok"	1	11	3	0.04028469	NA	NA
"1525"	2011	229	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1526"	2011	230	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1527"	2011	231	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1528"	2011	232	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1529"	2011	233	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1530"	2011	234	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1531"	2011	235	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1532"	2011	236	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1533"	2011	237	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1534"	2011	238	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1535"	2011	239	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1536"	2011	240	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1537"	2011	241	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1538"	2011	242	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1539"	2011	243	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1540"	2011	244	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1541"	2011	245	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1542"	2011	246	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1543"	2011	247	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1544"	2011	248	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1545"	2011	249	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1546"	2011	250	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1547"	2011	251	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1548"	2011	252	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1549"	2011	253	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1550"	2012	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1551"	2012	2	1	NA	"impute"	0.5	1058.32	"ok"	34	"ok"	3	37	15	5	134	1
"1552"	2012	2	1	NA	"impute"	0.5	1058.32	"ok"	34	"ok"	3	37	15	5	137	1
"1553"	2012	2	1	NA	"impute"	0.5	1058.32	"ok"	34	"ok"	3	37	15	5	140	1
"1554"	2012	2	1	NA	"impute"	0.5	1058.32	"ok"	34	"ok"	3	37	15	5	138	1
"1555"	2012	3	1	2012-05-11	"ok"	0	7046.78	"ok"	51	"ok"	5	51	20	12	132	0
"1556"	2012	4	1	NA	"impute"	1	176.5	"ok_m"	5	"ok"	0	0	0	0	134	1
"1557"	2012	5	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1558"	2012	6	1	2012-05-15	"ok"	0	888.46	"ok"	11	"ok"	0	0	0	0	136	0
"1559"	2012	7	1	2012-05-18	"ok"	0	1776.93	"ok"	8	"ok"	2	23	10	5	139	0
"1560"	2012	8	1	2012-05-16	"ok"	0	875.83	"ok"	3	"ok"	0	0	0	0	137	0
"1561"	2012	9	1	2012-05-11	"ok"	0.2	3779.45	"ok_m"	34	"ok"	5	58	31	24	132	0
"1562"	2012	10	1	2012-05-13	"ok"	0	4820.04	"ok_m"	42	"ok"	0	0	1	0	134	0
"1563"	2012	11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1564"	2012	12	1	NA	"impute"	0.5	527.69	"ok_m"	12	"ok"	0	0	0	0	134	1
"1565"	2012	12	1	NA	"impute"	0.5	527.69	"ok_m"	12	"ok"	0	0	0	0	137	1
"1566"	2012	12	1	NA	"impute"	0.5	527.69	"ok_m"	12	"ok"	0	0	0	0	136	1
"1567"	2012	12	1	NA	"impute"	0.5	527.69	"ok_m"	12	"ok"	0	0	0	0	133	1
"1568"	2012	13	1	2012-05-16	"ok_g"	0.4	3627.25	"ok_m"	60	"ok"	0	0	6	0	137	0
"1569"	2012	14	1	2012-05-13	"ok"	0	591.47	"ok"	5	"ok"	0	0	0	0	134	0
"1570"	2012	15	1	2012-05-12	"ok"	0	1548.06	"ok"	47	"ok"	0	0	0	0	133	0
"1571"	2012	16	1	2012-05-13	"ok"	0	964	"ok"	37	"ok"	0	0	0	0	134	0
"1572"	2012	17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1573"	2012	18	1	2012-05-12	"ok"	0	1155.85	"ok_m"	6	"ok"	0	0	5	0	133	0
"1574"	2012	19	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1575"	2012	20	1	2012-05-11	"ok"	0	3035.74	"ok"	36	"ok"	0	0	4	0	132	0
"1576"	2012	21	1	2012-05-20	"ok"	0	6017.97	"ok"	4	"ok"	0	0	11	0	141	0
"1577"	2012	22	1	2012-05-08	"ok"	0	10351.27	"ok"	107	"ok"	5	67	15	9	129	0
"1578"	2012	23	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1579"	2012	24	1	2012-05-15	"ok"	1	1949.43	"ok_m"	5	"ok"	0	0	0	0	136	0
"1580"	2012	25	1	2012-05-13	"ok"	1	505.22	"ok_m"	5	"ok"	0	0	0	0	134	0
"1581"	2012	26	1	NA	"impute"	1	1630.61	"ok_m"	20	"ok"	0	0	0	0	134	1
"1582"	2012	26	1	NA	"impute"	1	1630.61	"ok_m"	20	"ok"	0	0	0	0	137	1
"1583"	2012	26	1	NA	"impute"	1	1630.61	"ok_m"	20	"ok"	0	0	0	0	133	1
"1584"	2012	27	1	2012-05-16	"ok"	0	836.6	"ok"	5	"ok"	0	0	11	0	137	0
"1585"	2012	28	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1586"	2012	29	1	2012-05-16	"ok"	0	457	"ok"	3	"ok"	0	0	0	0	137	0
"1587"	2012	30	1	2012-05-18	"ok"	0	678.87	"ok"	10	"ok"	0	0	0	0	139	0
"1588"	2012	31	1	NA	"impute"	1	798.81	"ok_m"	20	"ok"	0	0	0	0	134	1
"1589"	2012	31	1	NA	"impute"	1	798.81	"ok_m"	20	"ok"	0	0	0	0	137	1
"1590"	2012	31	1	NA	"impute"	1	798.81	"ok_m"	20	"ok"	0	0	0	0	130	1
"1591"	2012	31	1	NA	"impute"	1	798.81	"ok_m"	20	"ok"	0	0	0	0	133	1
"1592"	2012	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1593"	2012	33	1	2012-05-12	"ok"	0	935.02	"ok"	7	"ok"	2	26	11	0	133	0
"1594"	2012	34	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1595"	2012	35	1	2012-05-08	"ok"	0	2667.77	"ok"	18	"ok"	5	69	19	16	129	0
"1596"	2012	36	1	2012-05-18	"ok"	0	575.07	"ok"	3	"ok"	0	0	0	0	139	0
"1597"	2012	37	1	2012-05-08	"ok"	0	1552.22	"ok"	27	"ok"	5	67	31	25	129	0
"1598"	2012	38	1	2012-05-11	"ok"	0	2227.1	"ok"	44	"ok"	0	0	5	0	132	0
"1599"	2012	39	1	2012-05-13	"ok"	0	4469.88	"ok_m"	15	"ok"	3	37	14	7	134	0
"1600"	2012	40	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1601"	2012	41	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1602"	2012	42	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1603"	2012	43	1	2012-05-18	"ok"	0	624.2	"ok"	9	"ok"	0	0	6	0	139	0
"1604"	2012	44	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1605"	2012	45	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1606"	2012	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1607"	2012	47	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1608"	2012	48	1	2012-05-11	"ok"	0	1158.13	"ok_m"	16	"ok"	2	24	11	1	132	0
"1609"	2012	49	1	2012-05-11	"ok"	0.25	5989.84	"ok_m"	44	"ok"	5	64	21	16	132	0
"1610"	2012	50	1	2012-05-22	"ok"	0	1198.82	"ok"	3	"ok"	0	0	6	0	143	0
"1611"	2012	51	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1612"	2012	52	1	2012-05-16	"ok"	0	708.82	"ok_m"	17	"ok"	0	0	3	0	137	0
"1613"	2012	53	1	2012-05-13	"ok"	0	6789.36	"ok_m"	50	"ok"	0	0	0	0	134	0
"1614"	2012	54	1	2012-05-08	"ok"	0	3043.68	"ok"	57	"ok"	4	53	11	8	129	0
"1615"	2012	55	1	2012-05-08	"ok"	0	2749.56	"ok_m"	26	"ok"	3	40	12	5	129	0
"1616"	2012	56	1	2012-05-20	"ok"	0	1604.52	"ok"	8	"ok"	0	0	0	0	141	0
"1617"	2012	57	1	2012-05-12	"ok"	0	642.61	"ok_m"	7	"ok"	2	23	11	5	133	0
"1618"	2012	58	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1619"	2012	59	1	2012-05-20	"ok"	0	2373.4	"ok"	13	"ok"	0	0	0	0	141	0
"1620"	2012	60	1	2012-05-12	"ok"	0	1215.76	"ok"	11	"ok"	2	24	11	5	133	0
"1621"	2012	61	1	2012-05-22	"ok"	0	865.17	"ok"	15	"ok"	0	0	0	0	143	0
"1622"	2012	62	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1623"	2012	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1624"	2012	64	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1625"	2012	65	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1626"	2012	66	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1627"	2012	67	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1628"	2012	68	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1629"	2012	69	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1630"	2012	70	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1631"	2012	71	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1632"	2012	72	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1633"	2012	73	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1634"	2012	74	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1635"	2012	75	1	2012-05-18	"ok"	0.6666666667	527.57	"ok_m"	5	"ok"	0	0	0	0	139	0
"1636"	2012	76	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1637"	2012	77	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1638"	2012	78	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1639"	2012	79	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1640"	2012	80	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1641"	2012	81	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1642"	2012	82	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1643"	2012	83	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1644"	2012	84	1	2012-05-11	"ok"	0	5948.07	"ok"	101	"ok"	5	61	38	32	132	0
"1645"	2012	85	1	2012-05-18	"ok"	0	565.26	"ok"	5	"ok"	0	0	0	0	139	0
"1646"	2012	86	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1647"	2012	87	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1648"	2012	88	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1649"	2012	89	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1650"	2012	90	1	2012-05-26	"ok"	0.3333333333	1560.93	"ok_m"	4	"ok"	0	0	0	0	147	0
"1651"	2012	91	1	2012-05-15	"ok"	0	520.56	"ok"	10	"ok"	3	31	10	7	136	0
"1652"	2012	92	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1653"	2012	93	1	2012-05-11	"ok"	0	5467.11	"ok"	93	"ok"	0	0	0	0	132	0
"1654"	2012	94	1	2012-05-18	"ok"	0	569.5	"ok"	18	"ok"	0	0	2	0	139	0
"1655"	2012	95	1	2012-05-17	"ok"	0	3578.47	"ok_m"	12	"ok"	0	0	0	0	138	0
"1656"	2012	96	1	2012-05-12	"ok"	0	1534.5	"ok_m"	15	"ok"	0	0	0	0	133	0
"1657"	2012	97	1	2012-05-25	"ok"	0	269.56	"ok"	3	"ok"	0	0	0	0	146	0
"1658"	2012	98	1	2012-05-11	"ok"	0	2200.85	"ok_m"	25	"ok"	0	0	0	0	132	0
"1659"	2012	99	1	NA	"impute"	1	459.46	"ok"	8	"ok"	0	0	0	0	140	1
"1660"	2012	99	1	NA	"impute"	1	459.46	"ok"	8	"ok"	0	0	0	0	141	1
"1661"	2012	99	1	NA	"impute"	1	459.46	"ok"	8	"ok"	0	0	0	0	142	1
"1662"	2012	99	1	NA	"impute"	1	459.46	"ok"	8	"ok"	0	0	0	0	144	1
"1663"	2012	100	1	2012-05-12	"ok"	0	1118.67	"ok"	15	"ok"	3	32	11	6	133	0
"1664"	2012	101	1	2012-05-18	"ok"	0	627.35	"ok"	16	"ok"	0	0	4	0	139	0
"1665"	2012	102	1	2012-05-08	"ok"	0	2835.61	"ok"	42	"ok"	4	45	14	7	129	0
"1666"	2012	103	1	2012-05-13	"ok"	0	2018.17	"ok"	21	"ok"	0	0	0	0	134	0
"1667"	2012	104	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1668"	2012	105	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1669"	2012	106	1	2012-05-18	"ok"	0	1838.43	"ok"	7	"ok"	0	0	11	0	139	0
"1670"	2012	107	1	2012-05-19	"ok"	0	2014.21	"ok_m"	8	"ok"	0	0	6	0	140	0
"1671"	2012	108	1	2012-05-18	"ok"	0	591.8	"ok"	6	"ok"	0	0	5	0	139	0
"1672"	2012	109	1	2012-05-13	"ok_g"	0.3333333333	392.7	"ok_m"	20	"ok"	0	0	0	0	134	0
"1673"	2012	110	1	2012-05-16	"ok"	0	155.86	"ok"	3	"ok"	0	0	0	0	137	0
"1674"	2012	111	1	2012-05-16	"ok"	0	1568.68	"ok"	14	"ok"	2	25	7	0	137	0
"1675"	2012	112	1	2012-05-12	"ok"	0	753.98	"ok"	19	"ok"	3	41	22	16	133	0
"1676"	2012	113	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1677"	2012	114	1	NA	"impute"	1	463.25	"ok"	10	"ok"	0	0	0	0	NA	NA
"1678"	2012	115	1	2012-05-12	"ok"	0	2029.29	"ok"	38	"ok"	2	28	8	5	133	0
"1679"	2012	116	1	2012-05-20	"ok"	0	585.28	"ok"	4	"ok"	0	0	0	0	141	0
"1680"	2012	117	1	2012-05-13	"ok"	0	1387.91	"ok_m"	17	"ok"	0	0	0	0	134	0
"1681"	2012	118	1	2012-05-08	"ok"	0	1207.92	"ok"	27	"ok"	5	60	20	17	129	0
"1682"	2012	119	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1683"	2012	120	1	2012-05-11	"ok"	0	863.09	"ok"	27	"ok"	0	0	4	0	132	0
"1684"	2012	121	1	2012-05-27	"ok"	0	623.45	"ok"	1	"ok"	0	0	0	0	148	0
"1685"	2012	122	1	NA	"impute"	0.5	589.79	"ok_m"	7	"ok"	0	0	8	0	134	1
"1686"	2012	122	1	NA	"impute"	0.5	589.79	"ok_m"	7	"ok"	0	0	8	0	132	1
"1687"	2012	122	1	NA	"impute"	0.5	589.79	"ok_m"	7	"ok"	0	0	8	0	136	1
"1688"	2012	122	1	NA	"impute"	0.5	589.79	"ok_m"	7	"ok"	0	0	8	0	135	1
"1689"	2012	123	1	2012-05-16	"ok"	0	769.27	"ok"	4	"ok"	0	0	4	0	137	0
"1690"	2012	124	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1691"	2012	125	1	2012-05-16	"ok"	0	706.2	"ok"	7	"ok"	0	0	4	0	137	0
"1692"	2012	126	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1693"	2012	127	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1694"	2012	128	1	2012-05-11	"ok"	0	5503.12	"ok_m"	27	"ok"	4	54	28	22	132	0
"1695"	2012	129	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1696"	2012	130	1	2012-05-16	"ok"	0	840.52	"ok"	11	"ok"	0	0	0	0	137	0
"1697"	2012	131	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1698"	2012	132	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1699"	2012	133	1	2012-05-15	"ok"	0	3444.87	"ok_m"	11	"ok"	0	0	1	0	136	0
"1700"	2012	134	1	2012-05-22	"ok"	0	834.69	"ok_m"	3	"ok"	0	0	0	0	143	0
"1701"	2012	135	1	2012-05-18	"ok"	0	419.1	"ok"	3	"ok"	0	0	0	0	139	0
"1702"	2012	136	1	2012-05-16	"ok"	0	445.26	"ok"	14	"ok"	0	0	4	0	137	0
"1703"	2012	137	1	2012-05-24	"ok"	0	297.12	"ok"	3	"ok"	0	0	0	0	145	0
"1704"	2012	138	1	2012-05-11	"ok"	0	1708.79	"ok"	18	"ok"	3	42	23	13	132	0
"1705"	2012	139	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1706"	2012	140	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1707"	2012	141	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1708"	2012	142	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1709"	2012	143	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1710"	2012	144	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1711"	2012	145	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1712"	2012	146	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1713"	2012	147	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1714"	2012	148	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1715"	2012	149	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1716"	2012	150	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1717"	2012	151	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1718"	2012	152	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1719"	2012	153	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1720"	2012	154	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1721"	2012	155	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1722"	2012	156	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1723"	2012	157	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1724"	2012	158	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1725"	2012	159	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1726"	2012	160	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1727"	2012	161	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1728"	2012	162	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1729"	2012	163	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1730"	2012	164	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1731"	2012	165	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1732"	2012	166	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1733"	2012	167	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1734"	2012	168	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1735"	2012	169	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1736"	2012	170	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1737"	2012	171	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1738"	2012	172	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1739"	2012	173	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1740"	2012	174	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1741"	2012	175	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1742"	2012	176	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1743"	2012	177	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1744"	2012	178	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1745"	2012	179	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1746"	2012	180	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1747"	2012	181	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1748"	2012	182	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1749"	2012	183	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1750"	2012	184	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1751"	2012	185	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1752"	2012	186	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1753"	2012	187	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1754"	2012	188	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1755"	2012	189	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1756"	2012	190	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
